ano,mes,data,regiao,uf,cidade,bairro,tipo_imovel,area_m2,quartos,vagas_garagem,preco_imovel,preco_m2,renda_media,taxa_juros,nivel_preco
2023,8,2023-08-01,Sudeste,MG,Belo Horizonte,Vila Nova,Cobertura,214,3,2,953087.53,15368.38,3562.16,13.39,Alto
2023,8,2023-08-01,Sudeste,MG,Uberlândia,Boa Vista,Cobertura,169,0,1,561552.3,16461.55,4268.92,9.51,Médio
2023,8,2023-08-01,Sudeste,MG,Juiz de Fora,Centro,Sala Comercial,59,3,3,1007419.1,11809.17,3625.89,9.24,Médio
2023,8,2023-08-01,Sudeste,ES,Vitória,Vila Nova,Sala Comercial,86,4,1,421060.15,4125.23,4408.26,7.48,Médio
2023,8,2023-08-01,Sudeste,ES,Vila Velha,Centro,Cobertura,149,2,1,348109.71,15902.3,3829.12,10.6,Alto
2023,8,2023-08-01,Sudeste,ES,Serra,Boa Vista,Sala Comercial,193,1,3,2548933.43,15476.58,2053.4,8.9,Alto
2023,8,2023-08-01,Sul,PR,Curitiba,Vila Nova,Cobertura,100,0,0,175357.51,17337.78,3769.52,13.21,Médio
2023,8,2023-08-01,Sul,PR,Londrina,Jardim América,Studio,116,0,3,518180.03,3665.72,3632.7,7.7,Médio
2023,8,2023-08-01,Sul,SC,Florianópolis,Jardim América,Studio,175,0,2,1150945.02,10614.97,2983.56,12.12,Luxo
2023,8,2023-08-01,Sul,SC,Joinville,Vila Nova,Casa,107,1,2,390928.63,5542.81,2497.75,9.12,Médio
2023,8,2023-08-01,Sul,RS,Porto Alegre,Vila Nova,Studio,191,2,3,358523.9,7764.38,3964.73,11.17,Alto
2023,8,2023-08-01,Sul,RS,Caxias do Sul,Centro,Cobertura,216,1,0,204507.12,14626.92,3173.25,11.67,Médio
2023,9,2023-09-01,Norte,AM,Manaus,Vila Nova,Studio,117,0,3,1724125.54,10051.71,2015.07,11.78,Baixo
2023,9,2023-09-01,Norte,PA,Belém,Centro,Casa,156,0,2,468226.98,3974.13,2837.37,8.74,Alto
2023,9,2023-09-01,Norte,PA,Santarém,Jardim América,Sala Comercial,146,4,0,906971.63,9038.35,2559.97,12.28,Médio
2023,9,2023-09-01,Norte,RO,Porto Velho,Jardim América,Casa,96,4,0,904816.31,17123.5,2617.62,11.45,Alto
2023,9,2023-09-01,Norte,TO,Palmas,Vila Nova,Sala Comercial,91,3,2,619676.01,14664.84,2199.0,11.61,Luxo
2023,9,2023-09-01,Nordeste,BA,Salvador,Vila Nova,Sala Comercial,55,2,0,417278.72,4472.71,3717.08,8.31,Baixo
2023,9,2023-09-01,Nordeste,BA,Feira de Santana,Jardim América,Studio,193,3,0,444901.88,14478.46,3329.14,10.18,Alto
2023,9,2023-09-01,Nordeste,PE,Recife,Vila Nova,Apartamento,205,2,0,439323.17,5599.91,2533.6,13.52,Luxo
2023,9,2023-09-01,Nordeste,PE,Jaboatão dos Guararapes,Vila Nova,Apartamento,184,4,1,649258.61,15835.08,3265.32,11.77,Médio
2023,9,2023-09-01,Nordeste,CE,Fortaleza,Vila Nova,Studio,151,4,1,431628.09,11106.73,4276.48,11.35,Baixo
2023,9,2023-09-01,Nordeste,CE,Juazeiro do Norte,Jardim América,Studio,216,4,1,333175.92,15134.3,3103.69,11.88,Médio
2023,9,2023-09-01,Nordeste,MA,São Luís,Centro,Cobertura,161,2,3,672973.51,13940.16,3256.75,8.99,Luxo
2023,9,2023-09-01,Nordeste,PB,João Pessoa,Centro,Studio,78,0,2,2187312.19,15066.63,3700.08,13.6,Luxo
2023,9,2023-09-01,Centro-Oeste,DF,Brasília,Vila Nova,Studio,35,2,3,1585965.58,15356.77,2415.61,13.39,Luxo
2023,9,2023-09-01,Centro-Oeste,GO,Goiânia,Boa Vista,Casa,151,1,0,1485235.48,12134.61,4977.68,8.64,Médio
2023,9,2023-09-01,Centro-Oeste,GO,Aparecida de Goiânia,Vila Nova,Apartamento,87,1,2,328600.18,15445.63,3537.99,10.82,Luxo
2023,9,2023-09-01,Centro-Oeste,MT,Cuiabá,Jardim América,Apartamento,71,3,1,282657.67,13249.75,3458.69,10.14,Médio
2023,9,2023-09-01,Centro-Oeste,MS,Campo Grande,Jardim América,Apartamento,93,0,0,717270.19,3876.48,3206.53,12.15,Luxo
2023,9,2023-09-01,Sudeste,SP,São Paulo,Boa Vista,Cobertura,197,4,1,841979.76,5417.03,2391.46,7.42,Médio
2023,9,2023-09-01,Sudeste,SP,Campinas,Centro,Cobertura,117,2,2,326628.34,4959.46,3678.2,10.38,Baixo
2023,9,2023-09-01,Sudeste,SP,Ribeirão Preto,Vila Nova,Sala Comercial,198,0,3,1103426.48,8813.09,3191.91,13.6,Baixo
2023,9,2023-09-01,Sudeste,RJ,Rio de Janeiro,Boa Vista,Studio,203,2,3,395279.91,17046.83,3506.11,12.17,Luxo
2023,9,2023-09-01,Sudeste,RJ,Niterói,Vila Nova,Casa,58,2,0,100803.84,8633.48,2748.91,9.17,Luxo
2023,9,2023-09-01,Sudeste,RJ,Nova Iguaçu,Centro,Apartamento,147,4,2,227202.73,10042.41,3480.62,11.53,Alto
2023,9,2023-09-01,Sudeste,RJ,Petrópolis,Jardim América,Cobertura,69,2,3,609475.87,9561.25,2404.02,10.59,Luxo
2023,9,2023-09-01,Sudeste,MG,Belo Horizonte,Centro,Apartamento,151,4,3,1579390.18,13747.0,4132.63,12.9,Luxo
2023,9,2023-09-01,Sudeste,MG,Uberlândia,Boa Vista,Cobertura,219,4,1,338989.92,15545.75,2815.23,8.98,Luxo
2023,9,2023-09-01,Sudeste,MG,Juiz de Fora,Jardim América,Apartamento,142,3,3,68750.5,17039.74,3931.84,7.73,Médio
2023,9,2023-09-01,Sudeste,ES,Vitória,Vila Nova,Studio,192,3,2,903321.55,10182.77,4342.76,12.41,Médio
2023,9,2023-09-01,Sudeste,ES,Vila Velha,Jardim América,Casa,161,3,3,1768873.92,6907.74,3307.9,7.64,Alto
2023,9,2023-09-01,Sudeste,ES,Serra,Boa Vista,Casa,90,0,3,650651.65,9000.92,2548.88,9.23,Alto
2023,9,2023-09-01,Sul,PR,Curitiba,Vila Nova,Casa,34,3,3,448814.12,15360.92,3469.78,8.74,Alto
2023,9,2023-09-01,Sul,PR,Londrina,Vila Nova,Studio,123,0,3,610829.15,11562.68,4720.99,12.24,Luxo
2023,9,2023-09-01,Sul,SC,Florianópolis,Jardim América,Casa,88,0,3,647096.02,14532.11,2741.15,9.91,Baixo
2023,9,2023-09-01,Sul,SC,Joinville,Centro,Apartamento,167,4,3,532418.28,4540.71,3230.81,8.27,Luxo
2023,9,2023-09-01,Sul,RS,Porto Alegre,Vila Nova,Cobertura,75,0,0,797034.76,8174.63,3744.97,11.61,Luxo
2023,9,2023-09-01,Sul,RS,Caxias do Sul,Boa Vista,Casa,151,3,1,466185.66,14251.13,3436.17,8.61,Luxo
2023,10,2023-10-01,Norte,AM,Manaus,Boa Vista,Apartamento,109,3,2,490371.98,11987.02,4197.83,10.73,Médio
2023,10,2023-10-01,Norte,PA,Belém,Boa Vista,Cobertura,104,1,2,804890.99,5096.31,2655.28,12.41,Alto
2023,10,2023-10-01,Norte,PA,Santarém,Jardim América,Apartamento,64,2,3,346736.91,14245.6,3060.78,13.64,Médio
2023,10,2023-10-01,Norte,RO,Porto Velho,Centro,Sala Comercial,194,0,3,351416.1,6409.47,2848.59,7.82,Baixo
2023,10,2023-10-01,Norte,TO,Palmas,Boa Vista,Casa,61,3,1,800125.43,17881.51,2988.01,9.97,Baixo
2023,10,2023-10-01,Nordeste,BA,Salvador,Centro,Sala Comercial,66,2,3,482521.68,5959.56,2069.87,8.37,Alto
2023,10,2023-10-01,Nordeste,BA,Feira de Santana,Boa Vista,Casa,32,4,1,342042.52,17224.15,2169.02,9.76,Alto
2023,10,2023-10-01,Nordeste,PE,Recife,Centro,Apartamento,199,4,2,475065.1,4949.16,3161.29,11.46,Baixo
2023,10,2023-10-01,Nordeste,PE,Jaboatão dos Guararapes,Boa Vista,Sala Comercial,128,3,0,493026.75,12539.79,4001.17,12.97,Baixo
2023,10,2023-10-01,Nordeste,CE,Fortaleza,Centro,Sala Comercial,175,1,0,169979.09,9863.72,2955.8,13.17,Luxo
2023,10,2023-10-01,Nordeste,CE,Juazeiro do Norte,Vila Nova,Sala Comercial,105,4,1,190001.8,16763.43,3889.03,11.96,Médio
2023,10,2023-10-01,Nordeste,MA,São Luís,Vila Nova,Sala Comercial,203,2,2,808672.12,14052.79,2899.12,8.01,Baixo
2023,10,2023-10-01,Nordeste,PB,João Pessoa,Boa Vista,Apartamento,102,1,0,347835.35,14605.64,4295.22,9.28,Baixo
2023,10,2023-10-01,Centro-Oeste,DF,Brasília,Jardim América,Casa,188,4,0,2976681.45,11877.9,3267.45,9.12,Alto
2023,10,2023-10-01,Centro-Oeste,GO,Goiânia,Boa Vista,Sala Comercial,186,3,0,711756.37,7973.9,3431.3,7.51,Luxo
2023,10,2023-10-01,Centro-Oeste,GO,Aparecida de Goiânia,Vila Nova,Casa,149,1,1,504564.54,15974.3,3722.54,12.74,Médio
2023,10,2023-10-01,Centro-Oeste,MT,Cuiabá,Jardim América,Casa,184,1,0,309282.27,6986.37,4551.76,9.45,Luxo
2023,10,2023-10-01,Centro-Oeste,MS,Campo Grande,Boa Vista,Sala Comercial,208,2,0,545243.64,15745.83,3055.67,13.7,Baixo
2023,10,2023-10-01,Sudeste,SP,São Paulo,Boa Vista,Apartamento,135,1,2,297657.3,11248.02,3935.11,12.05,Luxo
2023,10,2023-10-01,Sudeste,SP,Campinas,Jardim América,Sala Comercial,141,3,1,392298.96,14289.09,3388.72,7.13,Baixo
2023,10,2023-10-01,Sudeste,SP,Ribeirão Preto,Jardim América,Apartamento,152,3,3,2784132.75,3741.12,3524.33,8.11,Baixo
2023,10,2023-10-01,Sudeste,RJ,Rio de Janeiro,Centro,Casa,95,2,3,290922.09,15452.55,4379.18,13.17,Luxo
2023,10,2023-10-01,Sudeste,RJ,Niterói,Vila Nova,Sala Comercial,68,4,0,434467.48,4594.61,3774.03,9.1,Luxo
2023,10,2023-10-01,Sudeste,RJ,Nova Iguaçu,Vila Nova,Studio,179,4,3,209052.14,8888.8,4599.06,8.03,Alto
2023,10,2023-10-01,Sudeste,RJ,Petrópolis,Boa Vista,Cobertura,179,1,1,411029.38,4865.5,2977.89,12.5,Médio
2023,10,2023-10-01,Sudeste,MG,Belo Horizonte,Vila Nova,Cobertura,104,4,1,286501.14,6677.21,3337.59,11.22,Alto
2023,10,2023-10-01,Sudeste,MG,Uberlândia,Vila Nova,Studio,203,0,1,283161.52,6886.56,3108.67,12.7,Luxo
2023,10,2023-10-01,Sudeste,MG,Juiz de Fora,Vila Nova,Studio,68,3,2,732789.58,12723.34,3271.08,13.62,Médio
2023,10,2023-10-01,Sudeste,ES,Vitória,Centro,Studio,216,3,3,635244.03,3575.08,3763.69,12.04,Luxo
2023,10,2023-10-01,Sudeste,ES,Vila Velha,Boa Vista,Apartamento,166,1,0,908911.2,6798.18,3664.02,12.06,Alto
2023,10,2023-10-01,Sudeste,ES,Serra,Boa Vista,Sala Comercial,130,0,1,373062.0,12295.34,3944.53,9.09,Médio
2023,10,2023-10-01,Sul,PR,Curitiba,Centro,Sala Comercial,197,4,2,762477.51,12376.1,3616.07,10.4,Baixo
2023,10,2023-10-01,Sul,PR,Londrina,Vila Nova,Cobertura,192,3,2,491363.61,16876.82,2933.39,10.24,Baixo
2023,10,2023-10-01,Sul,SC,Florianópolis,Boa Vista,Studio,117,2,1,645222.6,11820.59,1740.85,8.46,Alto
2023,10,2023-10-01,Sul,SC,Joinville,Vila Nova,Sala Comercial,132,0,2,1133343.62,6015.31,3048.28,7.66,Alto
2023,10,2023-10-01,Sul,RS,Porto Alegre,Centro,Apartamento,172,0,2,274477.72,11175.66,3920.55,9.34,Alto
2023,10,2023-10-01,Sul,RS,Caxias do Sul,Jardim América,Casa,168,2,3,364684.7,13061.43,2739.47,13.76,Alto
2023,11,2023-11-01,Norte,AM,Manaus,Vila Nova,Studio,158,2,2,357562.26,11007.09,4095.51,10.83,Baixo
2023,11,2023-11-01,Norte,PA,Belém,Centro,Cobertura,203,1,0,496615.39,3621.05,2679.66,8.64,Alto
2023,11,2023-11-01,Norte,PA,Santarém,Jardim América,Casa,83,3,1,160062.89,10234.86,3939.6,10.05,Alto
2023,11,2023-11-01,Norte,RO,Porto Velho,Vila Nova,Casa,68,3,3,455785.58,12162.71,2318.87,8.64,Médio
2023,11,2023-11-01,Norte,TO,Palmas,Vila Nova,Studio,128,3,0,169093.8,16123.83,3692.51,13.33,Luxo
2023,11,2023-11-01,Nordeste,BA,Salvador,Centro,Studio,191,3,2,1014886.31,14620.14,3816.04,12.85,Médio
2023,11,2023-11-01,Nordeste,BA,Feira de Santana,Boa Vista,Apartamento,133,1,1,292175.48,11479.27,2807.73,7.99,Luxo
2023,11,2023-11-01,Nordeste,PE,Recife,Vila Nova,Apartamento,162,1,0,345197.31,9247.91,2630.46,13.78,Alto
2023,11,2023-11-01,Nordeste,PE,Jaboatão dos Guararapes,Jardim América,Casa,154,3,3,309438.59,14175.36,2658.93,11.73,Baixo
2023,11,2023-11-01,Nordeste,CE,Fortaleza,Boa Vista,Cobertura,32,0,1,732809.11,11483.22,2676.62,12.87,Luxo
2023,11,2023-11-01,Nordeste,CE,Juazeiro do Norte,Jardim América,Casa,116,1,0,451385.73,3807.33,3576.74,13.43,Médio
2023,11,2023-11-01,Nordeste,MA,São Luís,Boa Vista,Casa,99,1,1,876324.44,17849.24,3831.91,7.61,Alto
2023,11,2023-11-01,Nordeste,PB,João Pessoa,Vila Nova,Apartamento,146,0,3,310487.52,17114.93,1717.08,7.87,Baixo
2023,11,2023-11-01,Centro-Oeste,DF,Brasília,Centro,Cobertura,55,2,1,1229656.7,14380.43,4521.54,12.52,Luxo
2023,11,2023-11-01,Centro-Oeste,GO,Goiânia,Vila Nova,Sala Comercial,101,3,1,515407.07,17996.16,4114.77,12.99,Luxo
2023,11,2023-11-01,Centro-Oeste,GO,Aparecida de Goiânia,Vila Nova,Casa,213,2,3,350766.02,10158.8,3993.62,13.27,Luxo
2023,11,2023-11-01,Centro-Oeste,MT,Cuiabá,Centro,Cobertura,195,2,2,810262.2,6152.58,3170.41,8.38,Alto
2023,11,2023-11-01,Centro-Oeste,MS,Campo Grande,Boa Vista,Casa,196,3,3,173061.42,14446.7,3466.31,10.16,Alto
2023,11,2023-11-01,Sudeste,SP,São Paulo,Vila Nova,Sala Comercial,68,1,0,1545345.97,10589.21,3233.66,11.36,Luxo
2023,11,2023-11-01,Sudeste,SP,Campinas,Vila Nova,Sala Comercial,104,2,0,203762.19,6661.4,3084.09,12.54,Baixo
2023,11,2023-11-01,Sudeste,SP,Ribeirão Preto,Vila Nova,Casa,219,2,2,1012998.06,13058.7,4354.42,8.3,Baixo
2023,11,2023-11-01,Sudeste,RJ,Rio de Janeiro,Vila Nova,Studio,118,0,0,569070.97,14131.84,2380.3,7.73,Alto
2023,11,2023-11-01,Sudeste,RJ,Niterói,Jardim América,Cobertura,116,2,0,655340.78,14030.72,3551.39,13.82,Baixo
2023,11,2023-11-01,Sudeste,RJ,Nova Iguaçu,Boa Vista,Studio,86,1,2,172115.81,13537.35,3283.75,12.07,Luxo
2023,11,2023-11-01,Sudeste,RJ,Petrópolis,Vila Nova,Sala Comercial,205,0,2,864996.48,13536.8,3464.26,13.44,Luxo
2023,11,2023-11-01,Sudeste,MG,Belo Horizonte,Boa Vista,Casa,210,0,0,100205.53,7832.84,3921.25,10.59,Alto
2023,11,2023-11-01,Sudeste,MG,Uberlândia,Vila Nova,Sala Comercial,48,1,1,350591.02,15064.12,4169.86,12.29,Baixo
2023,11,2023-11-01,Sudeste,MG,Juiz de Fora,Vila Nova,Studio,111,1,0,273675.6,17643.29,4011.15,8.23,Médio
2023,11,2023-11-01,Sudeste,ES,Vitória,Boa Vista,Studio,94,2,3,904247.29,15378.14,2867.02,8.02,Baixo
2023,11,2023-11-01,Sudeste,ES,Vila Velha,Jardim América,Studio,156,1,0,1382326.2,15455.97,3151.03,7.3,Alto
2023,11,2023-11-01,Sudeste,ES,Serra,Vila Nova,Sala Comercial,100,3,0,491889.02,12665.77,3212.94,12.52,Baixo
2023,11,2023-11-01,Sul,PR,Curitiba,Centro,Cobertura,42,1,2,541736.62,14258.88,1228.92,11.24,Alto
2023,11,2023-11-01,Sul,PR,Londrina,Boa Vista,Cobertura,145,3,3,1184841.06,4055.82,2301.88,11.47,Médio
2023,11,2023-11-01,Sul,SC,Florianópolis,Boa Vista,Cobertura,195,2,3,301695.79,17733.63,3937.79,12.38,Baixo
2023,11,2023-11-01,Sul,SC,Joinville,Boa Vista,Studio,209,4,2,323206.77,7467.0,2650.74,10.04,Baixo
2023,11,2023-11-01,Sul,RS,Porto Alegre,Vila Nova,Cobertura,30,2,1,97884.27,15911.82,2922.36,12.98,Médio
2023,11,2023-11-01,Sul,RS,Caxias do Sul,Jardim América,Sala Comercial,209,3,2,368321.54,12622.46,3336.95,13.78,Alto
2023,12,2023-12-01,Norte,AM,Manaus,Vila Nova,Cobertura,213,2,2,421290.19,3675.12,2825.88,10.95,Baixo
2023,12,2023-12-01,Norte,PA,Belém,Boa Vista,Casa,185,0,2,380529.42,6072.35,3969.2,11.1,Luxo
2023,12,2023-12-01,Norte,PA,Santarém,Vila Nova,Cobertura,96,4,1,521661.71,5507.5,3076.87,9.71,Médio
2023,12,2023-12-01,Norte,RO,Porto Velho,Centro,Cobertura,122,1,0,257546.17,10141.79,3001.21,9.37,Luxo
2023,12,2023-12-01,Norte,TO,Palmas,Centro,Studio,142,3,1,435670.15,12325.02,2856.73,10.18,Baixo
2023,12,2023-12-01,Nordeste,BA,Salvador,Boa Vista,Sala Comercial,116,4,2,315897.49,7227.6,3878.21,10.85,Alto
2023,12,2023-12-01,Nordeste,BA,Feira de Santana,Centro,Studio,108,3,0,645466.08,4608.21,3335.73,12.44,Alto
2023,12,2023-12-01,Nordeste,PE,Recife,Jardim América,Studio,139,1,0,1725263.42,8740.11,3988.44,13.79,Baixo
2023,12,2023-12-01,Nordeste,PE,Jaboatão dos Guararapes,Boa Vista,Studio,33,2,0,715677.91,17183.42,2704.25,10.65,Médio
2023,12,2023-12-01,Nordeste,CE,Fortaleza,Centro,Casa,57,2,0,293538.38,4319.56,3600.69,12.64,Luxo
2023,12,2023-12-01,Nordeste,CE,Juazeiro do Norte,Boa Vista,Sala Comercial,182,0,1,322867.75,4930.03,3764.4,10.52,Alto
2023,12,2023-12-01,Nordeste,MA,São Luís,Vila Nova,Apartamento,101,1,0,109306.36,10333.06,1364.41,13.46,Médio
2023,12,2023-12-01,Nordeste,PB,João Pessoa,Jardim América,Studio,82,1,0,298653.08,9784.83,4089.28,10.71,Médio
2023,12,2023-12-01,Centro-Oeste,DF,Brasília,Vila Nova,Studio,156,0,0,572025.44,5652.27,3312.96,8.42,Luxo
2023,12,2023-12-01,Centro-Oeste,GO,Goiânia,Vila Nova,Casa,154,1,0,95782.0,17722.98,4711.97,7.8,Baixo
2023,12,2023-12-01,Centro-Oeste,GO,Aparecida de Goiânia,Vila Nova,Studio,180,3,2,380102.14,7263.15,4045.46,10.56,Baixo
2023,12,2023-12-01,Centro-Oeste,MT,Cuiabá,Centro,Cobertura,61,2,0,589211.81,14513.36,3744.98,7.48,Baixo
2023,12,2023-12-01,Centro-Oeste,MS,Campo Grande,Jardim América,Sala Comercial,74,4,3,392659.17,6844.29,2047.2,12.53,Baixo
2023,12,2023-12-01,Sudeste,SP,São Paulo,Jardim América,Casa,108,0,2,144299.18,4237.33,4023.03,8.36,Baixo
2023,12,2023-12-01,Sudeste,SP,Campinas,Boa Vista,Sala Comercial,200,1,2,256597.25,8522.06,2967.89,11.18,Luxo
2023,12,2023-12-01,Sudeste,SP,Ribeirão Preto,Vila Nova,Studio,78,4,0,216515.52,4772.36,3258.81,7.57,Alto
2023,12,2023-12-01,Sudeste,RJ,Rio de Janeiro,Jardim América,Sala Comercial,38,2,3,379582.92,6376.82,2991.68,13.4,Baixo
2023,12,2023-12-01,Sudeste,RJ,Niterói,Boa Vista,Apartamento,132,4,1,254101.07,11466.81,4697.89,12.72,Alto
2023,12,2023-12-01,Sudeste,RJ,Nova Iguaçu,Jardim América,Studio,94,3,2,239887.76,14769.45,3275.17,11.65,Médio
2023,12,2023-12-01,Sudeste,RJ,Petrópolis,Jardim América,Sala Comercial,173,0,0,447166.98,14470.78,3795.86,8.26,Médio
2023,12,2023-12-01,Sudeste,MG,Belo Horizonte,Centro,Casa,107,0,3,269907.09,5689.71,3380.56,7.74,Luxo
2023,12,2023-12-01,Sudeste,MG,Uberlândia,Boa Vista,Casa,130,0,2,367246.15,9888.27,3295.95,12.76,Médio
2023,12,2023-12-01,Sudeste,MG,Juiz de Fora,Jardim América,Studio,164,0,0,1050873.92,10132.35,3726.53,12.07,Baixo
2023,12,2023-12-01,Sudeste,ES,Vitória,Vila Nova,Sala Comercial,89,0,0,210529.58,17948.85,4097.14,9.26,Médio
2023,12,2023-12-01,Sudeste,ES,Vila Velha,Centro,Sala Comercial,100,3,0,1409626.29,8632.58,3591.78,9.31,Baixo
2023,12,2023-12-01,Sudeste,ES,Serra,Centro,Casa,61,2,3,618386.83,12758.66,3243.54,11.25,Médio
2023,12,2023-12-01,Sul,PR,Curitiba,Boa Vista,Studio,172,1,0,164825.47,13445.98,3483.93,7.53,Médio
2023,12,2023-12-01,Sul,PR,Londrina,Vila Nova,Sala Comercial,149,3,1,499239.22,6625.44,3260.99,8.51,Baixo
2023,12,2023-12-01,Sul,SC,Florianópolis,Boa Vista,Sala Comercial,214,0,0,1076146.03,16427.09,3445.86,12.02,Médio
2023,12,2023-12-01,Sul,SC,Joinville,Vila Nova,Cobertura,96,1,0,554144.34,16158.65,3103.39,13.47,Luxo
2023,12,2023-12-01,Sul,RS,Porto Alegre,Jardim América,Studio,212,3,0,240432.46,4244.73,3639.75,10.73,Baixo
2023,12,2023-12-01,Sul,RS,Caxias do Sul,Vila Nova,Cobertura,130,0,2,182484.2,12160.23,4140.08,12.35,Luxo
2024,1,2024-01-01,Norte,AM,Manaus,Centro,Casa,61,2,0,312530.42,13256.73,3244.44,12.3,Baixo
2024,1,2024-01-01,Norte,PA,Belém,Centro,Cobertura,31,1,2,177215.7,5202.74,3681.07,7.53,Luxo
2024,1,2024-01-01,Norte,PA,Santarém,Vila Nova,Apartamento,85,0,1,509528.51,16582.46,3533.33,7.64,Baixo
2024,1,2024-01-01,Norte,RO,Porto Velho,Centro,Studio,43,2,2,478214.78,14602.03,2303.98,8.29,Alto
2024,1,2024-01-01,Norte,TO,Palmas,Vila Nova,Apartamento,217,1,3,661478.73,3700.59,3690.48,8.28,Luxo
2024,1,2024-01-01,Nordeste,BA,Salvador,Centro,Apartamento,114,4,1,440823.9,7699.76,4273.36,10.52,Médio
2024,1,2024-01-01,Nordeste,BA,Feira de Santana,Vila Nova,Sala Comercial,58,0,2,1014621.09,9809.75,2878.19,7.32,Médio
2024,1,2024-01-01,Nordeste,PE,Recife,Vila Nova,Studio,211,1,2,218426.5,10307.99,3562.47,8.87,Médio
2024,1,2024-01-01,Nordeste,PE,Jaboatão dos Guararapes,Boa Vista,Casa,109,0,0,623147.68,13721.14,3137.48,7.92,Alto
2024,1,2024-01-01,Nordeste,CE,Fortaleza,Centro,Cobertura,92,3,3,838432.38,8283.57,3051.74,11.79,Médio
2024,1,2024-01-01,Nordeste,CE,Juazeiro do Norte,Centro,Studio,150,3,1,449450.58,12228.94,2305.74,11.18,Luxo
2024,1,2024-01-01,Nordeste,MA,São Luís,Vila Nova,Apartamento,104,3,0,1903489.37,11740.31,3795.64,8.53,Médio
2024,1,2024-01-01,Nordeste,PB,João Pessoa,Centro,Casa,127,4,2,609075.97,9735.15,3638.58,10.88,Baixo
2024,1,2024-01-01,Centro-Oeste,DF,Brasília,Boa Vista,Casa,210,3,2,564424.69,12560.05,3009.13,9.97,Baixo
2024,1,2024-01-01,Centro-Oeste,GO,Goiânia,Jardim América,Sala Comercial,62,3,0,1487454.24,14540.01,4008.65,10.78,Baixo
2024,1,2024-01-01,Centro-Oeste,GO,Aparecida de Goiânia,Centro,Casa,160,2,2,589534.85,4857.75,2543.33,7.04,Alto
2024,1,2024-01-01,Centro-Oeste,MT,Cuiabá,Jardim América,Cobertura,150,0,2,427352.71,16994.52,3467.13,12.39,Médio
2024,1,2024-01-01,Centro-Oeste,MS,Campo Grande,Centro,Studio,62,4,3,517420.75,3868.1,2526.57,10.81,Luxo
2024,1,2024-01-01,Sudeste,SP,São Paulo,Centro,Sala Comercial,208,0,1,497194.75,16419.61,3950.67,10.04,Luxo
2024,1,2024-01-01,Sudeste,SP,Campinas,Boa Vista,Studio,104,0,1,899730.87,17390.76,3630.15,8.04,Alto
2024,1,2024-01-01,Sudeste,SP,Ribeirão Preto,Centro,Studio,112,4,1,464591.13,6775.84,3304.82,10.21,Luxo
2024,1,2024-01-01,Sudeste,RJ,Rio de Janeiro,Jardim América,Apartamento,155,3,1,430510.74,5836.58,4630.74,8.78,Médio
2024,1,2024-01-01,Sudeste,RJ,Niterói,Vila Nova,Studio,154,2,0,1081579.4,7191.41,2990.15,10.22,Luxo
2024,1,2024-01-01,Sudeste,RJ,Nova Iguaçu,Vila Nova,Apartamento,41,0,1,1482925.93,11582.37,3187.99,10.11,Alto
2024,1,2024-01-01,Sudeste,RJ,Petrópolis,Centro,Studio,181,0,2,241205.5,13641.9,3007.26,12.38,Luxo
2024,1,2024-01-01,Sudeste,MG,Belo Horizonte,Jardim América,Apartamento,55,0,0,1448417.01,15775.53,3085.93,10.88,Médio
2024,1,2024-01-01,Sudeste,MG,Uberlândia,Boa Vista,Casa,57,0,3,821329.95,9217.17,3702.89,7.47,Luxo
2024,1,2024-01-01,Sudeste,MG,Juiz de Fora,Boa Vista,Studio,45,4,3,610087.98,5384.35,3095.91,8.35,Alto
2024,1,2024-01-01,Sudeste,ES,Vitória,Vila Nova,Studio,65,0,1,392922.39,14291.94,4136.76,10.24,Baixo
2024,1,2024-01-01,Sudeste,ES,Vila Velha,Boa Vista,Casa,100,1,3,196399.46,7177.44,1809.68,11.36,Baixo
2024,1,2024-01-01,Sudeste,ES,Serra,Jardim América,Casa,48,1,3,1364510.85,11118.44,2662.49,11.21,Alto
2024,1,2024-01-01,Sul,PR,Curitiba,Boa Vista,Studio,184,1,3,355386.42,8169.12,3137.66,11.71,Baixo
2024,1,2024-01-01,Sul,PR,Londrina,Boa Vista,Casa,139,4,0,468448.81,17907.26,4205.92,7.37,Alto
2024,1,2024-01-01,Sul,SC,Florianópolis,Jardim América,Cobertura,182,4,2,306076.96,15608.94,3347.09,9.96,Baixo
2024,1,2024-01-01,Sul,SC,Joinville,Jardim América,Sala Comercial,177,3,0,363381.33,16207.23,2788.52,11.21,Baixo
2024,1,2024-01-01,Sul,RS,Porto Alegre,Vila Nova,Studio,189,2,3,232235.85,6945.22,2870.15,9.75,Baixo
2024,1,2024-01-01,Sul,RS,Caxias do Sul,Jardim América,Cobertura,195,1,2,455532.45,6805.73,4344.64,11.63,Médio
2024,2,2024-02-01,Norte,AM,Manaus,Jardim América,Sala Comercial,182,0,2,128772.55,8937.28,3459.54,7.82,Baixo
2024,2,2024-02-01,Norte,PA,Belém,Vila Nova,Sala Comercial,47,1,3,590712.98,14812.91,4345.32,8.73,Baixo
2024,2,2024-02-01,Norte,PA,Santarém,Jardim América,Apartamento,80,3,3,1529739.85,9073.72,3918.46,13.46,Médio
2024,2,2024-02-01,Norte,RO,Porto Velho,Centro,Apartamento,125,2,2,279867.16,15148.11,3083.76,10.01,Médio
